"knr","aar","knavn","Menn_ya_p","Kvinner_ya_p","Totalt_ya_p","inc_k1","inc_k5","mf_uni_k","m_uni_k","f_uni_k","mf_uni_l","m_uni_l","f_uni_l","Trade_pc"
"1829","1662","2016","Klæbu",57.7691811734365,57.2006745362563,57.4913466293061,14.6,20.9,19.1,14.4,24,5.9,6.1,5.6,21458
"1830","1662","2017","Klæbu",57.7806535101909,57.4856370395404,57.6363636363636,14.6,21.5,19.9,14.9,25.1,5.8,5.7,5.9,23450
"1831","1663","2008","Malvik",59.1506892726985,58.8941912127695,59.024862770423,13.5,25.7,21.3,16.5,26.3,7,8.9,5,27591
"1832","1663","2009","Malvik",59.1823899371069,58.8322125635558,59.010997832544,13.7,26.5,21.9,16.9,26.9,7.4,9.3,5.4,27896
"1833","1663","2010","Malvik",59.2950717404866,58.9279895731509,59.1155378486056,13.1,26.7,22.2,17.2,27.3,7.7,9.6,5.7,32000
"1834","1663","2011","Malvik",58.9568457000931,58.3319967923015,58.6495227577503,13.4,26.6,22.6,17.6,27.8,8,9.7,6.3,37470
"1835","1663","2012","Malvik",58.6275713847099,58.2841652049115,58.4591317950724,13.8,27.1,23.1,17.9,28.5,8.5,10.1,6.9,38027
"1836","1663","2013","Malvik",58.4608460846085,58.4826296930986,58.4715322888804,14.3,26.8,23.4,18,28.9,8.7,10.2,7.2,37493
"1837","1663","2014","Malvik",58.7527512839325,58.0384380719951,58.4025129010545,14.3,26.5,23.6,18.2,29.2,9,10.3,7.8,38262
"1838","1663","2015","Malvik",58.9355823760361,58.223833257816,58.5864572529264,14.2,25.9,24,18.2,30,9.6,10.8,8.4,40151
"1839","1663","2016","Malvik",59.208829009603,58.0831237982547,58.6548260299898,14.5,26.5,24.5,18.6,30.5,10,10.9,9.1,41311
"1840","1663","2017","Malvik",58.9044983680999,58.2459766720803,58.5817655571635,14.4,26.8,24.5,18.8,30.3,10.2,11,9.5,39631
"1841","1664","2008","Selbu",55.8607160372732,54.1433655312659,55.017473789316,21.6,14.9,15.1,9.9,20.4,2.7,3.9,1.5,41168
"1842","1664","2009","Selbu",56.4052605942523,54.6899026140441,55.5694305694306,20.2,14.5,15.4,9.8,21,2.9,4.1,1.6,42458
"1843","1664","2010","Selbu",56.201171875,54.959100204499,55.5944055944056,20.2,15.5,16.2,10.4,22,2.9,4.2,1.7,41654
"1844","1664","2011","Selbu",55.9941520467836,54.5267489711934,55.2802802802803,20.8,15.1,16.5,10.7,22.5,2.9,4.3,1.5,42467
"1845","1664","2012","Selbu",56.4586357039187,54.2278481012658,55.3686293913904,20.6,14.7,16.8,10.7,23.1,3,4.2,1.6,43844
"1846","1664","2013","Selbu",56.2349542609533,54.3778801843318,55.3349875930521,21.3,15.2,16.9,10.8,23.4,3,4.1,2,46676
"1847","1664","2014","Selbu",56.889102256361,54.1345659989728,55.5583126550869,20.4,15.8,17.4,11.2,23.9,3.3,4.3,2.2,48156
"1848","1664","2015","Selbu",56.9186875891583,53.5696202531646,55.2967140755272,19.6,15.5,17.9,11.5,24.7,3.4,4.3,2.4,44413
"1849","1664","2016","Selbu",56.2205466540999,53.5323383084577,54.9128751210068,19.9,15.5,18.2,11.6,25.2,3.6,4.5,2.6,45112
"1850","1664","2017","Selbu",56.6046733428708,53.1234382808596,54.904831625183,19.6,15.7,18,11.4,25.1,3.7,4.5,2.9,43584
"1851","1702","2008","Steinkjer",57.997083130773,55.4924424761721,56.7385835913313,21.6,13.7,18.4,14.7,22.1,4.2,5.8,2.6,76408
"1852","1702","2009","Steinkjer",58.0679303377273,55.2649164677804,56.6609162353843,21.9,14.1,18.6,14.5,22.7,4.2,5.9,2.6,83438
"1853","1702","2010","Steinkjer",57.9666160849772,55.334092634776,56.6508538899431,21.6,14.9,19.1,14.9,23.1,4.5,6,3,88054
"1854","1702","2011","Steinkjer",57.930056710775,55.0279065367515,56.4795990733299,21.6,14.7,19.6,15.2,23.8,4.5,6,2.9,89683
"1855","1702","2012","Steinkjer",57.9145138562705,55.1135297429161,56.513167159555,22,15.1,19.9,15.4,24.2,4.7,6.2,3.2,93656
"1856","1702","2013","Steinkjer",57.8216714804808,55.0520686743597,56.441660433807,22,14.8,20.2,15.3,25,4.9,6.3,3.5,98483
"1857","1702","2014","Steinkjer",57.614119386435,54.8774806671015,56.2514497796335,22.1,14.9,20.7,15.7,25.7,5.1,6.5,3.8,104694
"1858","1702","2015","Steinkjer",57.4024782010096,54.9046954904695,56.161662817552,22,14.7,21.1,15.9,26.4,5.4,6.6,4.2,101796
"1859","1702","2016","Steinkjer",57.1663169418849,54.815157116451,55.9983471833249,21.8,15.2,21.7,16.3,27.2,5.4,6.6,4.2,105801
"1860","1702","2017","Steinkjer",57.3977293205983,54.9935626264484,56.2079009648644,21.8,15,22.3,16.6,28.1,5.5,6.5,4.4,104327
"1861","1703","2008","Namsos",57.7469335054874,55.8727187646233,56.7938446894582,19.4,15.9,20.2,14.4,25.6,3.9,4.8,3,98617
"1862","1703","2009","Namsos",57.7927278551978,55.9567901234568,56.8576593570699,19.9,16,20.5,14.7,25.9,3.9,4.7,3.2,100648
"1863","1703","2010","Namsos",57.410071942446,55.8256880733945,56.6002344665885,19.8,16.4,21,14.8,26.9,4,4.8,3.2,101442
"1864","1703","2011","Namsos",56.9332702318978,56.3575453022689,56.6403223306989,19.3,16.3,21.4,15.2,27.2,4.3,4.9,3.8,107712
"1865","1703","2012","Namsos",56.4932020628223,56.3777845590479,56.434802748398,20.4,16.8,22,15.3,28.4,4.4,5,3.9,106152
"1866","1703","2013","Namsos",56.6058337232881,56.4847194769652,56.5445026178011,20.3,16.6,22.3,15.4,28.9,4.6,5.2,4,105653
"1867","1703","2014","Namsos",56.1430553414521,56.367495451789,56.2562103493083,20.5,16.6,22.6,15.5,29.3,4.8,5.3,4.4,110280
"1868","1703","2015","Namsos",56.3512887791326,56.6519016343363,56.5023798556733,20,16.9,22.8,15.6,29.6,5,5.4,4.7,113198
"1869","1703","2016","Namsos",56.1176836861768,56.2405101730944,56.1798616448886,20.6,17.3,23.3,16.1,30.1,5.3,5.6,5,114744
"1870","1703","2017","Namsos",56.0222359481161,55.9239543726236,55.9727223967512,19.7,18.4,23.4,16.3,30.2,5.4,5.6,5.2,114087
"1871","1714","2008","Stjørdal",58.7269390514827,57.1860079898665,57.9598370197904,18.3,17.5,18.4,14.8,22,4.4,5.7,3.1,78280
"1872","1714","2009","Stjørdal",58.3317517555513,57.004413740165,57.6717557251908,18.4,18,19.1,15.3,23,4.5,5.8,3.2,80713
"1873","1714","2010","Stjørdal",57.9664179104478,56.5837634913186,57.2771929824561,17.8,18.5,19.3,15.3,23.3,4.7,6,3.4,81704
"1874","1714","2011","Stjørdal",57.5646095833716,56.1653995920638,56.8678147652246,18,18.9,19.7,15.5,23.8,4.9,6,3.7,83450
"1875","1714","2012","Stjørdal",57.204806215557,55.7557557557558,56.482908695258,17.9,19.3,20,15.8,24.2,5.1,6.2,3.9,85795
"1876","1714","2013","Stjørdal",57.2394767286642,55.4837551606534,56.3653425086018,18.1,19.2,20.3,15.9,24.6,5.1,6.2,4.1,86999
"1877","1714","2014","Stjørdal",57.1138928067701,55.7721139430285,56.4431512586519,18.3,19.4,20.5,16,25,5.4,6.3,4.5,90272
"1878","1714","2015","Stjørdal",57.170122321506,55.9755030621172,56.5753364986714,18.2,19,21,16.5,25.4,5.7,6.4,4.9,92048
"1879","1714","2016","Stjørdal",57.4392110185343,55.9327905768231,56.6929809507465,18.2,19.2,21.3,16.7,25.9,5.9,6.7,5.1,93865
"1880","1714","2017","Stjørdal",56.9673158906629,55.908077516721,56.4444444444444,18.1,19.4,21.8,16.9,26.6,6,6.6,5.3,91821
"1881","1717","2008","Frosta",54.320987654321,50.519584332534,52.3925385239254,24.1,16.1,13.3,8.7,17.8,2.5,2.8,2.1,49918
"1882","1717","2009","Frosta",54.7990155865464,51.6561514195584,53.1966224366707,23,16.4,13.6,8.8,18.2,2.3,2.7,1.9,50603
"1883","1717","2010","Frosta",56.0358890701468,51.4578408195429,53.7074148296593,23.8,15.5,13.8,9,18.5,2.7,3.1,2.4,47303
"1884","1717","2011","Frosta",57.3705179282869,52.2992985190959,54.8069345941686,24.4,14.4,14.4,9.5,19.2,2.5,3,2,47583
"1885","1717","2012","Frosta",56.551724137931,52.0944402132521,54.3162719633308,24.8,14.1,14.6,10.1,19,2.6,3,2.2,47508
"1886","1717","2013","Frosta",56.2071591774562,51.9786910197869,54.0921202893034,24.3,15,14.9,10.4,19.3,2.9,3.1,2.8,49506
"1887","1717","2014","Frosta",55.379984951091,51.4350453172205,53.4112325669054,24.1,14.2,15.6,11.6,19.5,3.6,3.5,3.6,48226
"1888","1717","2015","Frosta",56.1970746728253,51.622641509434,53.8871951219512,24.1,12.9,15,11,19,4,3.8,4.3,50155
"1889","1717","2016","Frosta",56.1255742725881,51.8490566037736,53.9718738122387,25.6,15.9,16.4,12.2,20.7,3.9,3.7,4,53474
"1890","1717","2017","Frosta",57.0776255707763,52.7355623100304,54.9049429657795,22.9,16.4,16.8,11.9,21.7,3.9,3.8,4.1,61478
"1891","1719","2008","Levanger",58.0928344123779,56.6219433023155,57.352220103514,20,16.3,23.5,17.5,29.4,5.4,6.7,4.1,62504
"1892","1719","2009","Levanger",58.309767239504,56.5911542610572,57.4469237435009,20.5,16.5,23.7,17.5,29.7,5.6,7,4.2,67900
"1893","1719","2010","Levanger",58.1662512192479,56.5380091949107,57.3466092572659,20.5,17,24.2,17.5,30.7,5.7,7.1,4.4,72871
"1894","1719","2011","Levanger",58.0895008605852,56.569613552144,57.3235152873379,19.8,16.9,24.7,18,31.1,5.9,7.1,4.8,74193
"1895","1719","2012","Levanger",58.3226905065985,56.644971656519,57.4780678575203,20.1,17.2,25.2,18.2,31.9,6.1,7.4,4.9,74860
"1896","1719","2013","Levanger",58.4421052631579,56.5462518271038,57.490302966768,19.7,17.3,25.7,18.8,32.4,6.4,7.5,5.2,73779
"1897","1719","2014","Levanger",58.3524984319465,56.4275347294215,57.3860087445347,19.7,16.8,26,19.2,32.6,6.6,7.6,5.7,76913
"1898","1719","2015","Levanger",58.4574028122415,56.753723729851,57.5998767587553,19.5,17.1,26.3,19.2,33.2,6.9,7.7,6.1,74572
"1899","1719","2016","Levanger",58.440893259578,56.8338748984565,57.6338602753697,18.9,17.4,26.7,19.5,33.8,7,7.6,6.4,76321
"1900","1719","2017","Levanger",58.3063537029543,56.9144684252598,57.6060727930826,19.6,17.6,27.2,20,34.2,7.5,8,7,76460
"1901","1721","2008","Verdal",59.0691788526434,57.9776568318533,58.528451823471,19.6,13.1,16.3,12,20.6,2.4,3.2,1.5,62569
"1902","1721","2009","Verdal",58.8458298230834,57.7825159914712,58.317440135622,19.2,12.9,16.4,12,20.8,2.3,3.1,1.6,64897
"1903","1721","2010","Verdal",58.3054159687326,57.6225559648626,57.9665307270426,19.9,12.3,16.7,12.1,21.3,2.5,3.3,1.8,65268
"1904","1721","2011","Verdal",58.2178492239468,57.6285473447598,57.9252127808009,20.2,12.9,17.2,12.4,22.1,2.6,3.3,1.9,64795
"1905","1721","2012","Verdal",58.030803080308,56.8095572733661,57.4268436783207,20.6,13.7,17.6,12.6,22.5,2.8,3.5,2.1,67834
"1906","1721","2013","Verdal",57.6917836217468,56.3888888888889,57.0465644129582,20.8,13.9,17.7,12.6,23,2.9,3.5,2.2,68187
"1907","1721","2014","Verdal",58.271474019088,56.0877967973495,57.2017852312686,21.7,13.9,18.2,13.1,23.5,3.2,3.7,2.6,70015
"1908","1721","2015","Verdal",58.0893070094077,55.9763150647205,57.0531433587683,21.1,13.5,18.5,13,24.3,3.4,3.8,3,65783
"1909","1721","2016","Verdal",57.8384798099762,56.069522375804,56.9701041316762,21.4,13.8,18.8,13.1,24.8,3.5,3.9,3,66878
"1910","1721","2017","Verdal",57.2774313387289,55.7986870897155,56.5492625766045,21.1,14.4,19.2,13.5,25,3.6,4.1,3.1,66903
"1911","1750","2008","Vikna",58.3786455758774,54.9975136747887,56.6931085770947,20.9,16.8,13.2,10.3,16.2,1.5,1.9,1.1,72540
"1912","1750","2009","Vikna",58.8915662650602,55.2098765432099,57.0731707317073,19.6,16.9,13.6,10.4,16.9,1.6,2.1,1.2,71465
"1913","1750","2010","Vikna",59.3358999037536,55.5772994129158,57.4721009218826,20.4,17.3,14.2,10.7,17.7,1.9,2.2,1.6,79840
"1914","1750","2011","Vikna",59.0930787589499,55.2941176470588,57.2188633615478,20.1,17.7,14.5,11,18.1,2.1,2.4,1.7,80641
"1915","1750","2012","Vikna",59.9067599067599,55.0572519083969,57.51002122141,20.2,17.9,14.6,10.8,18.6,2.3,2.5,2.1,81953
"1916","1750","2013","Vikna",58.7338262476895,54.9157303370786,56.8372093023256,19,18,15,11,19,2.1,2.2,2,81113
"1917","1750","2014","Vikna",58.0156178226918,54.4309701492537,56.2369821800509,20.2,17.9,15.3,11.2,19.4,2.3,2.5,2.1,82072
"1918","1750","2015","Vikna",58.0821917808219,54.6249424758399,56.360302544121,19.3,19,15.4,11.2,19.8,2.5,2.6,2.4,84496
"1919","1750","2016","Vikna",58.3145561063542,55.4428044280443,56.8953726920447,18.5,19.7,16.4,11.9,21.1,2.7,2.7,2.7,91884
"1920","1750","2017","Vikna",57.5134168157424,55.3620531622365,56.4508827523766,18.9,19.8,16.6,12.1,21.4,3,3.2,2.8,94876
"1921","1751","2008","Nærøy",55.9114274416766,53.821399839099,54.8753738783649,25.2,14.5,11.7,8.2,15.3,2,2,2,52018
"1922","1751","2009","Nærøy",56.1341222879684,53.6485935589075,54.9117882919006,25.6,14.5,12.1,8.6,15.6,2.1,2,2.2,53542
"1923","1751","2010","Nærøy",56.1660079051383,53.2113821138211,54.7094188376754,23.3,15,12.7,8.9,16.6,2.2,2.2,2.2,58105
"1924","1751","2011","Nærøy",57.2329523058731,53.0463038180341,55.1710342068414,23.3,14.6,13.1,9,17.4,2.2,2.2,2.2,56348
"1925","1751","2012","Nærøy",57.0767450829155,53.3117932148627,55.2377194712961,23.6,15,13.7,9.7,17.9,2.3,2.3,2.4,57412
"1926","1751","2013","Nærøy",57.5493171471927,53.4741974806989,55.5817147341574,23.7,16.9,13.8,9.8,18.1,2.4,2.3,2.4,58356
"1927","1751","2014","Nærøy",57.3175391669851,53.4940743767879,55.4699842022117,25.2,16.2,14.5,10.2,19,2.8,2.5,3,63594
"1928","1751","2015","Nærøy",56.6959175887066,53.4959349593496,55.1466246801811,24.2,17.2,14.7,10.2,19.5,3.2,2.9,3.4,62938
"1929","1751","2016","Nærøy",56.1278195488722,53.8523925385239,55.0331642606321,24,17.3,14.9,10,20.2,3.3,3,3.5,65746
"1930","1751","2017","Nærøy",56.6975881261596,54.8915268112976,55.8388478007007,23.5,18.1,15.5,10.3,21.2,3.2,3,3.5,66136
"1931","1804","2008","Bodø",61.368279219368,60.0121517229407,60.6897001020652,16.9,20.1,23.9,19.4,28.3,6.1,7.7,4.6,77189
"1932","1804","2009","Bodø",61.2390752141904,60.069623517277,60.653833745564,16.9,20.7,24.1,19.4,28.8,6.3,7.8,4.9,77041
"1933","1804","2010","Bodø",61.1024221160756,60.0042328042328,60.5536990821031,16.7,20.6,24.4,19.3,29.4,6.7,8,5.3,78184
"1934","1804","2011","Bodø",61.2510460251046,60.3457635611976,60.7979601646916,16.7,20.4,25,19.8,30.1,6.9,8.3,5.6,81732
"1935","1804","2012","Bodø",61.4739884393064,60.0900752003967,60.7822890421709,17,20.4,25.2,19.8,30.4,7.4,8.5,6.3,85261
"1936","1804","2013","Bodø",61.479104901921,59.9959316517494,60.7381663719692,16.5,21.1,25.4,19.9,30.8,7.7,8.7,6.8,86431
"1937","1804","2014","Bodø",61.8629807692308,59.8764684510113,60.8734994269168,16.9,20.8,25.5,20.2,30.9,8.3,9.1,7.4,89407
"1938","1804","2015","Bodø",61.7810172714308,59.8492442163506,60.8209624389758,16.5,20.9,25.9,20.4,31.4,8.6,9.3,7.9,93029
"1939","1804","2016","Bodø",61.6564780122264,59.8098118012175,60.7372048803676,16.7,20.9,26.1,20.6,31.5,9.2,9.7,8.7,95369
"1940","1804","2017","Bodø",61.4471938178128,59.9763779527559,60.7149856924464,17.2,21.2,26.4,20.9,31.9,9.5,9.8,9.1,96056
"1941","1805","2008","Narvik",59.9956255468067,55.8441558441558,57.9090513489991,21.8,15.8,19.5,16.9,22.1,4.3,6.1,2.5,75494
"1942","1805","2009","Narvik",60.1882249945283,55.928338762215,58.0499236974057,20.6,16.8,19.8,17,22.5,4.5,6.2,2.8,77073
"1943","1805","2010","Narvik",60.5188576411598,56.2201993931513,58.3632213889795,20.7,17.2,20.3,17.3,23.2,4.7,6.4,3,76787
"1944","1805","2011","Narvik",60.2992573176059,56.2012142237641,58.2426550598477,20.9,17,20.5,17.2,23.8,5,6.7,3.3,77927
"1945","1805","2012","Narvik",60.627027027027,56.3048899490404,58.4691170898067,22.3,16.6,20.9,17.6,24.2,5.2,6.7,3.6,78792
"1946","1805","2013","Narvik",60.6333870101986,56.6347618011747,58.647144632341,20.9,17,21.2,17.6,24.8,5.4,6.8,4,78910
"1947","1805","2014","Narvik",60.4643765903308,56.7993098242209,58.6474204758086,21.4,17.3,21.5,17.7,25.4,6,7.4,4.6,81452
"1948","1805","2015","Narvik",60.8476710029375,57.0968780173801,58.9932636715642,20.5,16.8,22,18,26,6.4,7.8,5.1,82554
"1949","1805","2016","Narvik",60.40833508735,57.1997845988153,58.8225900888913,20.2,17.7,22.4,18.5,26.4,6.7,8,5.4,85352
"1950","1805","2017","Narvik",60.4028261098808,57.0365577483015,58.7385370014929,19.9,17.5,22.9,18.8,27,7,8,6,85073
"1951","1813","2008","Brønnøy",59.2264302981467,55.2465897166842,57.2130059721301,20.7,14,16.3,14.6,18.1,2.8,3.9,1.8,76548
"1952","1813","2009","Brønnøy",59.5852166976868,55.6308654848801,57.5885217849151,21.2,15,16.8,14.6,19,3,4,2,76258
"1953","1813","2010","Brønnøy",58.9872746553553,55.6069958847737,57.2715404699739,21.5,16.4,17.5,14.9,20,3.1,4,2.3,67460
"1954","1813","2011","Brønnøy",58.1052631578947,56.2133197244195,57.1447078637129,20.7,16.1,17.8,15.2,20.4,3.1,3.9,2.3,70388
"1955","1813","2012","Brønnøy",57.9785844868112,55.6090149404913,56.7755206994086,20.6,16.4,18,14.9,21.1,3.5,4.2,2.8,78945
"1956","1813","2013","Brønnøy",57.5413223140496,56.2327564584901,56.8774653263774,21.8,16.4,18,14.8,21.1,3.6,4,3.3,81133
"1957","1813","2014","Brønnøy",57.9448879732166,56.4275037369208,57.1736102317336,22,16.8,18.4,14.7,22,3.9,4.4,3.3,82920
"1958","1813","2015","Brønnøy",57.5556123753516,56.3012677106637,56.9195865893622,21,16.9,18.5,15.1,21.8,4.2,4.6,3.9,83101
"1959","1813","2016","Brønnøy",58.0899161798324,56.2484472049689,57.1590052750565,21.1,16.6,18.8,15.2,22.2,4.5,4.7,4.2,85826
"1960","1813","2017","Brønnøy",58.4158415841584,56.335573811302,57.3655103066868,22,17.5,19,15.3,22.6,4.4,4.7,4.2,86746
"1961","1820","2008","Alstahaug",58.9132242861103,58.25,58.5819342306091,20.9,16.3,18.7,14.3,22.9,3.5,4.3,2.7,92019
"1962","1820","2009","Alstahaug",59.2890863648986,58.30329914056,58.795782463929,20.3,17.6,19.1,14.7,23.4,3.6,4.2,2.9,100909
"1963","1820","2010","Alstahaug",58.985789913625,58.5250901025783,58.7548638132296,19.8,18.3,19.7,15.3,24,3.9,4.3,3.5,105648
"1964","1820","2011","Alstahaug",58.3126550868486,58.2992641046607,58.3059210526316,19.7,17.9,20.1,15.3,24.8,4.1,4.4,3.7,105771
"1965","1820","2012","Alstahaug",58.3898075359176,58.0505023079012,58.2202930005426,20.3,17,20.1,15,25.1,4.4,4.5,4.3,108376
"1966","1820","2013","Alstahaug",57.6995940460081,58.0469176213857,57.872571661459,20.7,17.7,20.4,15,25.5,4.6,4.6,4.6,107198
"1967","1820","2014","Alstahaug",58.1583198707593,57.5,57.8306735190695,22.3,16.2,20.3,15.4,25.3,5.2,5.1,5.3,107814
"1968","1820","2015","Alstahaug",58.2889125799574,57.2663425175581,57.7810571505232,21.8,16.9,20.7,15.6,25.7,5.5,5.3,5.7,108243
"1969","1820","2016","Alstahaug",57.8470556887823,57.3561346362649,57.6038725292457,21.4,17,21.1,16.1,26,5.8,5.3,6.3,112958
"1970","1820","2017","Alstahaug",57.2040707016604,57.2279371954521,57.2159396876683,21.4,16.6,21.8,16,27.6,6.1,6,6.3,115033
"1971","1824","2008","Vefsn",59.1076968533018,56.198347107438,57.6653754469607,18.7,15.4,17.1,13.6,20.7,2.8,3.8,1.7,72316
"1972","1824","2009","Vefsn",58.8603818615752,55.8601988550768,57.3677109878579,19.8,14.5,17.2,13.6,20.8,2.8,3.9,1.8,75572
"1973","1824","2010","Vefsn",58.9557757728147,55.9680096574619,57.4768449357634,20.5,14.9,17.5,13.8,21.2,3,4,2,76091
"1974","1824","2011","Vefsn",58.3692902841839,55.8912845429699,57.1428571428571,19.7,15.1,17.9,14,21.7,3,4,2,77581
"1975","1824","2012","Vefsn",58.3370585605722,55.7507255231404,57.0598883692865,19.4,15.3,18.3,14.5,22.3,3.3,4.2,2.4,80134
"1976","1824","2013","Vefsn",58.0142475512021,55.6800736874424,56.8668880169031,20.6,15.1,18.5,14.5,22.6,3.5,4.3,2.7,80526
"1977","1824","2014","Vefsn",58.1780538302277,56.1005518087063,57.1579105825681,21.2,14.5,18.7,14.7,22.9,3.7,4.4,3.1,83062
"1978","1824","2015","Vefsn",58.1357679281402,55.540313976528,56.8603954463751,21.5,14.4,19,14.8,23.4,3.9,4.7,3.2,82149
"1979","1824","2016","Vefsn",57.7933450087566,55.6958174904943,56.7662173233038,20.8,15.1,19.3,14.8,23.9,4.1,4.8,3.4,85538
"1980","1824","2017","Vefsn",57.60348583878,56.3677811550152,56.9996286669142,20.6,15.1,19.5,14.9,24.3,4.4,4.9,3.9,84728
"1981","1832","2008","Hemnes",55.2160628546486,52.8577960676726,54.0643144260831,21,12.7,13.9,9.9,18,1.6,1.9,1.2,32695
"1982","1832","2009","Hemnes",55.4978354978355,52.999548940009,54.2743538767396,21.6,13.3,14.1,10,18.3,1.8,2.1,1.4,33596
"1983","1832","2010","Hemnes",55.4140127388535,53.1628532974428,54.3193717277487,21.4,13.3,14.1,10.4,17.9,1.7,1.8,1.5,32895
"1984","1832","2011","Hemnes",55.4468085106383,52.6666666666667,54.0869565217391,20.7,13.6,14.2,10.2,18.3,1.8,1.9,1.7,30559
"1985","1832","2012","Hemnes",55.2136752136752,52.2048997772829,53.7404580152672,21.3,12.7,14.8,10.6,18.9,1.8,1.9,1.7,29595
"1986","1832","2013","Hemnes",54.8919949174079,53.2979194333776,54.1125541125541,22,12.5,15.1,10.8,19.4,2,2.1,1.9,33838
"1987","1832","2014","Hemnes",55.1282051282051,53.0953456845911,54.140127388535,21.2,12.7,15.5,10.8,20.4,2.3,2.4,2.1,34952
"1988","1832","2015","Hemnes",54.9722577891592,53.7299771167048,54.3727915194346,21.1,12.6,15.7,10.9,20.7,2.3,2.3,2.4,34805
"1989","1832","2016","Hemnes",55.2258064516129,53.2161036557149,54.2576905929559,21.5,12.8,15.9,10.8,21.2,2.6,2.5,2.6,39389
"1990","1832","2017","Hemnes",54.2539546814878,53.1807780320366,53.735632183908,22,12.3,16.9,11.3,22.7,2.7,2.5,2.9,40041
"1991","1833","2008","Rana",59.1072714182865,56.3497736478437,57.7235772357724,18.8,15,17.7,15.1,20.3,2.7,3.3,2.1,72533
"1992","1833","2009","Rana",59.2780240658645,56.344375049411,57.8102132035916,19,15,18.2,15.3,21,2.7,3.3,2.1,74538
"1993","1833","2010","Rana",59.0001584534939,56.2480252764613,57.6220235740843,18.8,15.4,18.5,15.4,21.5,2.8,3.4,2.2,77054
"1994","1833","2011","Rana",58.7249373433584,56.146414264394,57.4375465704537,19.1,15.3,18.7,15.6,21.7,3,3.6,2.4,78272
"1995","1833","2012","Rana",58.6185438705663,56.1738043138481,57.3990332137845,19.1,15.6,19.1,15.8,22.4,3.2,3.7,2.7,80981
"1996","1833","2013","Rana",58.7208404140275,56.1611744494768,57.4479652065859,19.5,15.2,19.4,16,22.7,3.4,3.9,3,83986
"1997","1833","2014","Rana",58.9229710089497,56.2859362859363,57.6147708437729,19.5,15.5,19.6,16.2,23.1,3.8,4.2,3.5,86392
"1998","1833","2015","Rana",58.6298459904408,56.5402806854307,57.5964414448961,19.2,15.7,19.8,16,23.7,4.1,4.5,3.6,85713
"1999","1833","2016","Rana",58.6227817382072,56.819419590757,57.7326318214985,19.7,16.2,20.3,16.3,24.4,4.4,4.7,4.1,88373
"2000","1833","2017","Rana",59.0595896115696,57.0187684194199,58.0514156545726,19.7,16.6,20.9,16.5,25.3,4.6,4.8,4.3,90198
"2001","1837","2008","Meløy",57.0749108204518,53.5911602209945,55.3609181516158,20.7,21,13.3,11.7,14.9,2.1,2.8,1.4,54020
"2002","1837","2009","Meløy",58.1113084665483,53.8461538461538,56.0156602921247,19.7,20.6,13.8,12.1,15.5,2.2,2.9,1.6,57613
"2003","1837","2010","Meløy",58.3111898435193,53.5670356703567,55.9873474920922,19.1,21,14.1,12.1,16,2.2,2.7,1.7,56819
"2004","1837","2011","Meløy",58.098904352976,53.6205316223648,55.8947368421053,19.3,20.5,14.5,12.2,16.9,2.2,2.7,1.7,56680
"2005","1837","2012","Meløy",57.6477576477576,53.8297872340426,55.7608532371939,19.5,18.6,14.6,12,17.1,2.3,2.6,1.9,57089
